registration_id,user_id,event_id,registration_date,completed,rating_given,referral_source,device,days_before_event
REG01989,USR0217,EVT029,2024-09-14,1,3.5,Direct,Mobile,49
REG01990,USR0217,EVT027,2024-09-24,1,4.2,Recommandation,Mobile,49
REG01991,USR0217,EVT046,2024-03-24,1,3.8,Email,Tablet,1
REG01992,USR0218,EVT019,2024-04-13,1,4.4,Recommandation,Tablet,23
REG01993,USR0218,EVT046,2024-12-03,1,4.1,Direct,Desktop,5
REG01994,USR0218,EVT020,2024-06-05,1,4.2,Social Media,Desktop,8
REG01995,USR0218,EVT058,2024-02-25,1,3.6,Direct,Tablet,41
REG01996,USR0218,EVT053,2023-12-18,1,4.5,Social Media,Tablet,7
REG01997,USR0218,EVT001,2024-01-25,1,4.2,Email,Desktop,19
REG01998,USR0218,EVT004,2023-11-20,1,4.2,Social Media,Desktop,57
REG01999,USR0218,EVT045,2023-01-11,1,3.3,Email,Mobile,26
REG02000,USR0218,EVT049,2023-05-23,0,,Email,Desktop,26
REG02001,USR0218,EVT027,2023-10-24,1,4.8,Email,Tablet,12
REG02002,USR0219,EVT037,2023-09-16,1,3.2,Push Notification,Mobile,36
REG02003,USR0219,EVT052,2024-07-06,1,3.4,Email,Desktop,31
REG02004,USR0219,EVT033,2023-11-09,1,4.1,Push Notification,Tablet,39
REG02005,USR0219,EVT009,2024-04-30,1,4.7,Email,Tablet,23
REG02006,USR0219,EVT056,2024-03-01,0,,Push Notification,Mobile,10
REG02007,USR0219,EVT011,2024-04-02,1,4.8,Email,Mobile,14
REG02008,USR0220,EVT016,2023-12-20,1,4.5,Direct,Mobile,38
REG02009,USR0220,EVT070,2024-09-02,1,3.4,Recommandation,Desktop,19
REG02010,USR0220,EVT053,2023-04-10,1,4.5,Push Notification,Desktop,35
REG02011,USR0220,EVT045,2024-11-11,0,,Recommandation,Desktop,29
REG02012,USR0221,EVT062,2024-05-29,1,4.8,Email,Tablet,8
REG02013,USR0221,EVT053,2024-06-27,1,3.8,Email,Mobile,8
REG02014,USR0221,EVT064,2024-10-08,1,3.9,Email,Mobile,15
REG02015,USR0221,EVT051,2023-10-05,0,,Recommandation,Desktop,9
REG02016,USR0221,EVT037,2024-09-07,1,3.1,Direct,Desktop,43
REG02017,USR0221,EVT041,2023-12-18,0,,Social Media,Desktop,53
REG02018,USR0221,EVT042,2024-01-19,1,4.9,Direct,Mobile,51
REG02019,USR0221,EVT061,2023-05-10,1,4.8,Social Media,Tablet,28
REG02020,USR0221,EVT036,2024-05-04,1,4.9,Push Notification,Mobile,55
REG02021,USR0221,EVT065,2023-07-05,1,3.0,Push Notification,Mobile,60
REG02022,USR0221,EVT040,2024-10-12,1,3.6,Email,Desktop,32
REG02023,USR0222,EVT066,2024-02-03,1,3.6,Recommandation,Desktop,39
REG02024,USR0222,EVT020,2023-08-17,1,3.7,Email,Mobile,35
REG02025,USR0222,EVT026,2023-08-19,1,4.0,Email,Mobile,19
REG02026,USR0222,EVT067,2023-12-08,1,3.4,Push Notification,Tablet,54
REG02027,USR0222,EVT002,2024-09-02,1,4.5,Direct,Mobile,43
REG02028,USR0222,EVT004,2023-07-09,0,,Email,Tablet,50
REG02029,USR0222,EVT035,2024-04-28,1,4.6,Push Notification,Tablet,30
REG02030,USR0223,EVT004,2024-03-11,1,4.1,Social Media,Tablet,16
REG02031,USR0223,EVT012,2024-09-24,1,3.6,Recommandation,Tablet,21
REG02032,USR0223,EVT013,2023-06-25,1,4.3,Push Notification,Tablet,54
REG02033,USR0223,EVT009,2023-12-21,1,4.7,Email,Desktop,8
REG02034,USR0223,EVT007,2024-05-29,1,3.7,Email,Desktop,5
REG02035,USR0223,EVT063,2023-02-26,1,3.1,Email,Desktop,20
REG02036,USR0223,EVT002,2024-09-05,1,3.9,Recommandation,Desktop,31
REG02037,USR0223,EVT062,2023-08-24,1,4.3,Recommandation,Mobile,20
REG02038,USR0223,EVT016,2024-03-24,0,,Recommandation,Mobile,54
REG02039,USR0224,EVT039,2023-05-02,1,3.6,Social Media,Desktop,13
REG02040,USR0224,EVT025,2023-09-24,1,4.8,Push Notification,Mobile,22
REG02041,USR0224,EVT069,2023-08-25,1,4.1,Push Notification,Mobile,8
REG02042,USR0224,EVT023,2024-06-26,1,3.2,Email,Tablet,13
REG02043,USR0224,EVT051,2023-09-03,0,,Social Media,Tablet,12
REG02044,USR0224,EVT050,2024-03-13,0,,Social Media,Desktop,33
REG02045,USR0224,EVT032,2024-07-01,0,,Social Media,Mobile,23
REG02046,USR0224,EVT046,2023-06-28,1,4.0,Email,Desktop,53
REG02047,USR0224,EVT043,2024-07-22,1,3.6,Email,Desktop,12
REG02048,USR0224,EVT028,2023-05-06,1,3.6,Recommandation,Tablet,14
REG02049,USR0224,EVT019,2023-12-02,1,4.0,Social Media,Mobile,7
REG02050,USR0224,EVT054,2024-06-08,1,3.2,Direct,Tablet,31
REG02051,USR0224,EVT009,2023-07-12,1,4.7,Direct,Mobile,48
REG02052,USR0224,EVT001,2024-05-05,1,3.8,Push Notification,Tablet,52
REG02053,USR0225,EVT061,2023-03-08,0,,Push Notification,Mobile,53
REG02054,USR0225,EVT040,2024-02-10,1,4.2,Recommandation,Desktop,41
REG02055,USR0225,EVT060,2024-03-16,1,4.8,Email,Tablet,38
REG02056,USR0225,EVT034,2024-08-11,1,3.1,Email,Mobile,4
REG02057,USR0225,EVT063,2024-06-29,1,3.7,Push Notification,Tablet,2
REG02058,USR0225,EVT056,2024-06-28,0,,Recommandation,Mobile,7
REG02059,USR0225,EVT054,2024-12-22,1,4.2,Social Media,Desktop,58
REG02060,USR0225,EVT066,2023-10-22,1,3.6,Recommandation,Tablet,33
REG02061,USR0225,EVT014,2024-06-13,1,4.5,Social Media,Tablet,30
REG02062,USR0225,EVT006,2024-08-19,1,3.3,Recommandation,Desktop,22
REG02063,USR0226,EVT061,2024-08-07,1,4.0,Social Media,Tablet,8
REG02064,USR0226,EVT065,2024-08-29,1,3.3,Direct,Tablet,38
REG02065,USR0226,EVT066,2024-04-18,1,4.2,Email,Mobile,20
REG02066,USR0226,EVT064,2024-06-25,1,4.3,Direct,Mobile,30
REG02067,USR0226,EVT023,2023-01-15,0,,Social Media,Tablet,20
REG02068,USR0226,EVT045,2023-09-26,0,,Email,Desktop,51
REG02069,USR0226,EVT056,2023-07-31,1,4.5,Push Notification,Tablet,26
REG02070,USR0226,EVT068,2024-06-19,1,3.4,Push Notification,Tablet,2
REG02071,USR0226,EVT006,2023-08-03,1,3.7,Direct,Tablet,8
REG02072,USR0226,EVT029,2023-03-25,1,4.2,Direct,Tablet,6
REG02073,USR0226,EVT020,2023-10-09,0,,Recommandation,Tablet,1
REG02074,USR0226,EVT037,2023-01-24,1,4.2,Social Media,Tablet,55
REG02075,USR0227,EVT067,2024-03-31,1,3.1,Recommandation,Mobile,36
REG02076,USR0227,EVT062,2024-03-11,0,,Social Media,Mobile,15
REG02077,USR0227,EVT049,2024-01-18,1,4.7,Recommandation,Tablet,33
REG02078,USR0227,EVT034,2024-07-05,1,4.5,Direct,Tablet,1
REG02079,USR0228,EVT054,2023-11-23,1,4.3,Email,Tablet,48
REG02080,USR0228,EVT030,2023-05-05,1,3.5,Social Media,Mobile,1
REG02081,USR0228,EVT028,2023-09-12,0,,Social Media,Mobile,55
REG02082,USR0228,EVT015,2024-08-10,0,,Recommandation,Mobile,42
REG02083,USR0228,EVT012,2023-11-19,1,3.5,Direct,Mobile,37
REG02084,USR0228,EVT045,2023-03-02,1,3.7,Social Media,Mobile,55
REG02085,USR0228,EVT058,2024-05-29,1,3.1,Recommandation,Mobile,57
REG02086,USR0228,EVT067,2023-05-19,1,4.4,Push Notification,Desktop,5
REG02087,USR0228,EVT024,2023-12-18,0,,Social Media,Desktop,14
REG02088,USR0228,EVT002,2024-01-24,1,3.3,Direct,Mobile,14
REG02089,USR0228,EVT029,2024-12-07,1,4.4,Direct,Tablet,16
REG02090,USR0228,EVT018,2023-08-03,1,4.6,Email,Tablet,1
REG02091,USR0228,EVT003,2024-10-03,1,3.6,Direct,Mobile,24
REG02092,USR0228,EVT007,2024-10-10,0,,Direct,Tablet,16
REG02093,USR0229,EVT010,2023-12-09,0,,Direct,Mobile,38
REG02094,USR0229,EVT009,2024-05-14,1,3.7,Email,Mobile,25
REG02095,USR0229,EVT065,2023-10-25,1,4.9,Social Media,Mobile,43
REG02096,USR0229,EVT034,2023-05-18,0,,Push Notification,Desktop,32
REG02097,USR0229,EVT033,2023-07-06,1,4.7,Social Media,Tablet,27
REG02098,USR0230,EVT016,2024-01-23,1,3.7,Push Notification,Desktop,12
REG02099,USR0230,EVT064,2024-06-17,1,4.6,Recommandation,Mobile,53
REG02100,USR0230,EVT061,2024-12-22,1,3.2,Email,Tablet,45
REG02101,USR0230,EVT021,2024-04-17,0,,Recommandation,Tablet,58
REG02102,USR0230,EVT062,2023-07-29,1,4.7,Recommandation,Desktop,54
REG02103,USR0230,EVT026,2023-09-29,1,3.7,Email,Mobile,13
REG02104,USR0230,EVT020,2024-11-16,1,3.0,Direct,Mobile,1
REG02105,USR0230,EVT006,2023-09-28,1,3.8,Direct,Mobile,60
REG02106,USR0230,EVT030,2024-06-05,0,,Recommandation,Tablet,17
REG02107,USR0230,EVT017,2024-11-23,1,3.2,Social Media,Mobile,38
REG02108,USR0230,EVT025,2023-11-21,1,4.9,Social Media,Desktop,37
REG02109,USR0230,EVT013,2023-02-15,1,3.8,Social Media,Tablet,45
REG02110,USR0230,EVT070,2023-01-04,1,3.3,Social Media,Desktop,40
REG02111,USR0230,EVT002,2024-06-05,1,3.5,Recommandation,Desktop,8
REG02112,USR0230,EVT052,2024-12-24,1,4.7,Recommandation,Tablet,48
REG02113,USR0230,EVT053,2024-04-09,1,4.0,Direct,Desktop,57
REG02114,USR0231,EVT020,2024-10-19,0,,Social Media,Tablet,8
REG02115,USR0231,EVT011,2023-04-19,1,4.7,Recommandation,Tablet,50
REG02116,USR0231,EVT001,2023-02-05,1,4.9,Social Media,Tablet,49
REG02117,USR0231,EVT067,2024-06-19,0,,Social Media,Desktop,14
REG02118,USR0231,EVT028,2024-07-15,1,4.3,Recommandation,Tablet,15
REG02119,USR0232,EVT064,2023-08-08,1,4.5,Direct,Mobile,54
REG02120,USR0232,EVT012,2023-09-15,1,4.4,Social Media,Mobile,40
REG02121,USR0232,EVT020,2023-04-26,0,,Recommandation,Mobile,33
REG02122,USR0232,EVT009,2024-10-14,0,,Email,Mobile,35
REG02123,USR0232,EVT023,2023-05-11,1,3.7,Push Notification,Mobile,60
REG02124,USR0232,EVT062,2023-09-26,1,4.7,Push Notification,Mobile,40
REG02125,USR0232,EVT022,2023-02-05,1,3.7,Direct,Mobile,1
REG02126,USR0232,EVT010,2023-10-02,1,3.1,Email,Tablet,45
REG02127,USR0232,EVT065,2024-05-21,1,4.7,Recommandation,Mobile,37
REG02128,USR0232,EVT067,2023-08-09,1,3.7,Push Notification,Tablet,42
REG02129,USR0232,EVT068,2023-03-19,1,4.0,Social Media,Desktop,7
REG02130,USR0232,EVT011,2024-10-11,0,,Push Notification,Desktop,35
REG02131,USR0232,EVT063,2024-04-21,1,4.5,Social Media,Desktop,10
REG02132,USR0233,EVT039,2023-09-19,0,,Social Media,Desktop,14
REG02133,USR0233,EVT048,2023-07-07,1,3.2,Direct,Desktop,51
REG02134,USR0233,EVT046,2023-05-28,1,3.0,Push Notification,Mobile,27
REG02135,USR0233,EVT056,2023-04-13,1,4.7,Email,Mobile,13
REG02136,USR0233,EVT052,2023-11-09,1,3.9,Direct,Mobile,4
REG02137,USR0233,EVT055,2024-05-01,1,4.1,Direct,Tablet,42
REG02138,USR0233,EVT050,2023-06-23,1,4.9,Email,Mobile,39
REG02139,USR0233,EVT034,2023-12-10,1,3.5,Direct,Tablet,9
REG02140,USR0233,EVT066,2023-03-13,1,3.4,Social Media,Tablet,2
REG02141,USR0233,EVT041,2023-01-11,1,4.0,Recommandation,Mobile,4
REG02142,USR0233,EVT045,2023-04-09,1,3.3,Social Media,Mobile,2
REG02143,USR0233,EVT063,2024-04-17,1,3.9,Push Notification,Mobile,42
REG02144,USR0233,EVT065,2024-04-07,1,3.2,Push Notification,Tablet,53
REG02145,USR0233,EVT008,2024-01-25,1,4.5,Direct,Mobile,42
REG02146,USR0234,EVT016,2023-05-26,1,3.0,Recommandation,Desktop,56
REG02147,USR0234,EVT022,2024-12-27,1,4.5,Email,Desktop,8
REG02148,USR0234,EVT006,2024-08-06,1,4.6,Email,Desktop,54
REG02149,USR0234,EVT027,2023-01-07,1,3.6,Direct,Mobile,10
REG02150,USR0234,EVT068,2023-08-19,1,3.6,Push Notification,Mobile,24
REG02151,USR0234,EVT007,2023-05-28,1,3.8,Push Notification,Desktop,12
REG02152,USR0234,EVT011,2023-08-08,0,,Recommandation,Mobile,10
REG02153,USR0234,EVT009,2024-11-11,1,4.2,Recommandation,Tablet,53
REG02154,USR0234,EVT033,2024-04-01,1,3.9,Push Notification,Desktop,40
REG02155,USR0235,EVT019,2024-11-21,1,4.3,Recommandation,Desktop,7
REG02156,USR0235,EVT067,2023-08-19,0,,Direct,Desktop,6
REG02157,USR0236,EVT028,2024-09-09,0,,Social Media,Mobile,44
REG02158,USR0236,EVT018,2023-05-18,1,3.7,Recommandation,Tablet,35
REG02159,USR0236,EVT020,2023-12-26,1,3.1,Email,Mobile,37
REG02160,USR0236,EVT029,2024-11-14,1,4.9,Social Media,Tablet,60
REG02161,USR0236,EVT069,2023-04-04,1,3.9,Direct,Tablet,19
REG02162,USR0236,EVT027,2024-09-13,0,,Direct,Desktop,31
REG02163,USR0236,EVT026,2024-07-23,1,4.8,Social Media,Tablet,27
REG02164,USR0236,EVT063,2023-05-10,1,3.8,Email,Mobile,33
REG02165,USR0236,EVT068,2024-06-22,1,3.9,Email,Tablet,48
REG02166,USR0236,EVT062,2023-08-25,1,4.3,Email,Tablet,8
REG02167,USR0236,EVT005,2024-08-08,1,3.6,Social Media,Mobile,6
REG02168,USR0236,EVT061,2024-03-23,1,3.1,Social Media,Tablet,47
REG02169,USR0236,EVT041,2024-06-25,0,,Push Notification,Desktop,39
REG02170,USR0237,EVT063,2023-05-11,0,,Recommandation,Mobile,18
REG02171,USR0237,EVT017,2024-07-07,1,3.9,Direct,Mobile,33
REG02172,USR0237,EVT029,2023-06-11,1,4.1,Social Media,Desktop,21
REG02173,USR0237,EVT011,2023-10-08,1,3.3,Email,Mobile,5
REG02174,USR0237,EVT041,2023-06-20,1,4.5,Push Notification,Mobile,23
REG02175,USR0237,EVT022,2023-12-03,1,3.4,Push Notification,Mobile,4
REG02176,USR0237,EVT052,2023-01-22,1,4.0,Push Notification,Desktop,48
REG02177,USR0237,EVT033,2024-02-17,1,4.2,Social Media,Mobile,1
REG02178,USR0237,EVT006,2024-06-12,1,4.5,Social Media,Mobile,8
REG02179,USR0237,EVT058,2023-09-16,1,4.6,Email,Tablet,55
REG02180,USR0237,EVT064,2023-04-05,1,4.5,Push Notification,Mobile,9
REG02181,USR0237,EVT044,2024-12-02,1,4.9,Social Media,Tablet,35
REG02182,USR0237,EVT039,2024-08-14,1,4.5,Social Media,Mobile,25
REG02183,USR0238,EVT003,2023-12-11,1,5.0,Email,Tablet,28
REG02184,USR0238,EVT018,2024-05-06,0,,Direct,Mobile,3
REG02185,USR0238,EVT045,2023-02-21,1,4.2,Social Media,Tablet,18
REG02186,USR0238,EVT053,2024-12-01,1,3.9,Email,Tablet,54
REG02187,USR0239,EVT005,2023-03-26,0,,Social Media,Mobile,21
REG02188,USR0239,EVT061,2023-04-05,1,4.1,Recommandation,Tablet,17
REG02189,USR0239,EVT062,2023-12-04,1,4.5,Recommandation,Mobile,2
REG02190,USR0239,EVT002,2023-07-13,1,4.6,Email,Mobile,24
REG02191,USR0239,EVT022,2023-07-28,1,3.5,Direct,Desktop,2
REG02192,USR0239,EVT036,2024-04-02,1,4.9,Social Media,Tablet,17
REG02193,USR0240,EVT001,2024-12-21,1,3.8,Direct,Mobile,46
REG02194,USR0240,EVT008,2023-02-24,1,4.1,Recommandation,Tablet,47
REG02195,USR0240,EVT068,2023-01-17,0,,Social Media,Mobile,45
REG02196,USR0240,EVT029,2024-06-03,1,3.3,Push Notification,Tablet,29
REG02197,USR0240,EVT040,2024-09-02,0,,Recommandation,Mobile,10
REG02198,USR0240,EVT031,2024-02-05,1,4.1,Social Media,Mobile,32
REG02199,USR0241,EVT015,2023-11-29,0,,Direct,Mobile,51
REG02200,USR0241,EVT034,2024-01-03,1,3.4,Recommandation,Mobile,60
REG02201,USR0241,EVT020,2023-08-16,1,3.9,Email,Desktop,6
REG02202,USR0241,EVT005,2023-06-13,1,5.0,Social Media,Mobile,36
REG02203,USR0241,EVT001,2024-12-19,1,4.1,Direct,Mobile,41
REG02204,USR0241,EVT021,2023-06-30,1,4.9,Recommandation,Tablet,2
REG02205,USR0242,EVT022,2024-02-12,1,3.1,Direct,Tablet,12
REG02206,USR0242,EVT015,2023-08-13,1,3.9,Email,Mobile,6
REG02207,USR0242,EVT010,2023-05-11,1,4.0,Direct,Mobile,2
REG02208,USR0242,EVT068,2023-04-02,1,4.5,Push Notification,Mobile,58
REG02209,USR0242,EVT029,2023-05-11,1,5.0,Direct,Mobile,23
REG02210,USR0242,EVT070,2023-04-02,1,4.3,Recommandation,Tablet,46
REG02211,USR0242,EVT031,2024-01-19,1,4.5,Direct,Desktop,15
REG02212,USR0242,EVT050,2023-09-22,1,4.5,Recommandation,Tablet,12
REG02213,USR0243,EVT005,2024-03-05,0,,Recommandation,Desktop,53
REG02214,USR0243,EVT012,2023-01-26,1,3.2,Push Notification,Mobile,24
REG02215,USR0243,EVT045,2024-05-26,1,4.6,Push Notification,Tablet,20
REG02216,USR0243,EVT070,2024-05-18,0,,Recommandation,Mobile,23
REG02217,USR0244,EVT031,2023-03-27,1,3.8,Push Notification,Mobile,21
REG02218,USR0244,EVT033,2023-04-14,1,3.3,Direct,Tablet,12
REG02219,USR0244,EVT067,2024-02-08,1,3.0,Direct,Desktop,46
REG02220,USR0244,EVT051,2024-02-01,0,,Direct,Mobile,55
REG02221,USR0244,EVT041,2023-05-14,1,3.2,Social Media,Desktop,57
REG02222,USR0244,EVT049,2024-02-23,0,,Direct,Tablet,55
REG02223,USR0244,EVT056,2023-10-04,1,3.6,Direct,Mobile,43
REG02224,USR0244,EVT035,2023-06-13,1,4.3,Recommandation,Mobile,3
REG02225,USR0244,EVT064,2024-02-27,0,,Email,Tablet,20
REG02226,USR0244,EVT047,2024-05-27,1,5.0,Push Notification,Mobile,16
REG02227,USR0244,EVT011,2023-11-17,0,,Push Notification,Desktop,4
REG02228,USR0245,EVT045,2024-03-05,0,,Direct,Tablet,10
REG02229,USR0245,EVT029,2023-04-24,1,3.7,Direct,Desktop,39
REG02230,USR0245,EVT041,2023-12-31,1,3.5,Push Notification,Mobile,26
REG02231,USR0245,EVT012,2024-11-06,1,4.6,Email,Mobile,7
REG02232,USR0245,EVT056,2024-11-17,1,4.0,Push Notification,Tablet,36
REG02233,USR0245,EVT042,2023-03-24,1,3.9,Email,Tablet,28
REG02234,USR0246,EVT061,2023-08-19,1,4.2,Recommandation,Tablet,56
REG02235,USR0246,EVT054,2024-05-29,0,,Email,Tablet,34
REG02236,USR0246,EVT044,2023-10-11,1,3.8,Email,Desktop,26
REG02237,USR0246,EVT056,2023-09-23,0,,Email,Desktop,55
REG02238,USR0246,EVT062,2023-04-11,0,,Email,Mobile,6
REG02239,USR0246,EVT003,2023-06-14,0,,Recommandation,Desktop,13
REG02240,USR0247,EVT064,2023-10-13,1,4.5,Push Notification,Mobile,8
REG02241,USR0247,EVT038,2024-12-26,1,3.6,Social Media,Desktop,1
REG02242,USR0247,EVT056,2023-09-03,1,3.2,Social Media,Desktop,4
REG02243,USR0247,EVT067,2023-03-01,1,3.1,Push Notification,Mobile,39
REG02244,USR0247,EVT032,2024-04-02,1,4.2,Social Media,Mobile,6
REG02245,USR0247,EVT045,2023-04-02,0,,Email,Mobile,14
REG02246,USR0247,EVT058,2023-11-01,0,,Direct,Mobile,16
REG02247,USR0247,EVT061,2023-04-20,1,4.0,Email,Tablet,53
REG02248,USR0247,EVT048,2024-04-22,1,4.1,Email,Tablet,7
REG02249,USR0247,EVT044,2024-10-07,1,4.8,Push Notification,Desktop,44
REG02250,USR0247,EVT070,2024-09-23,0,,Email,Tablet,33
REG02251,USR0247,EVT034,2023-09-22,1,4.3,Direct,Tablet,22
REG02252,USR0247,EVT010,2024-01-09,0,,Email,Mobile,14
REG02253,USR0247,EVT009,2024-03-24,1,3.7,Push Notification,Tablet,8
REG02254,USR0248,EVT003,2023-06-20,1,4.4,Direct,Tablet,48
REG02255,USR0248,EVT059,2023-01-04,1,4.6,Social Media,Mobile,46
REG02256,USR0249,EVT070,2023-04-25,0,,Email,Desktop,2
REG02257,USR0249,EVT030,2024-07-19,1,3.2,Social Media,Desktop,54
REG02258,USR0249,EVT067,2023-06-08,1,3.4,Social Media,Tablet,41
REG02259,USR0249,EVT015,2024-01-29,1,4.0,Email,Tablet,13
REG02260,USR0249,EVT021,2024-05-11,1,3.5,Direct,Desktop,36
REG02261,USR0249,EVT038,2023-04-19,0,,Email,Mobile,52
REG02262,USR0250,EVT049,2023-01-16,1,4.4,Recommandation,Desktop,30
REG02263,USR0250,EVT035,2024-05-27,1,3.3,Recommandation,Tablet,56
REG02264,USR0250,EVT044,2023-10-28,1,4.5,Push Notification,Desktop,12
REG02265,USR0250,EVT069,2023-06-16,0,,Email,Desktop,38
REG02266,USR0250,EVT057,2023-02-08,1,3.8,Direct,Tablet,23
REG02267,USR0250,EVT055,2024-04-11,1,4.3,Email,Desktop,52
REG02268,USR0250,EVT001,2024-03-29,1,3.7,Direct,Tablet,45
REG02269,USR0250,EVT024,2023-05-02,1,4.7,Recommandation,Tablet,48
REG02270,USR0251,EVT062,2023-11-26,1,3.2,Direct,Desktop,53
REG02271,USR0251,EVT069,2023-05-29,1,3.0,Email,Mobile,13
REG02272,USR0251,EVT011,2024-01-08,1,4.9,Social Media,Desktop,58
REG02273,USR0251,EVT004,2023-06-10,1,3.4,Email,Tablet,35
REG02274,USR0252,EVT062,2024-08-14,1,4.1,Recommandation,Tablet,5
REG02275,USR0252,EVT039,2023-08-14,1,3.6,Email,Tablet,28
REG02276,USR0252,EVT069,2024-09-07,0,,Email,Mobile,21
REG02277,USR0252,EVT067,2023-08-23,1,3.2,Email,Desktop,31
REG02278,USR0252,EVT036,2024-01-09,1,4.4,Direct,Tablet,19
REG02279,USR0252,EVT048,2024-02-18,1,3.5,Social Media,Desktop,15
REG02280,USR0252,EVT060,2023-11-14,1,3.2,Recommandation,Mobile,53
REG02281,USR0252,EVT061,2023-05-02,0,,Recommandation,Desktop,27
REG02282,USR0252,EVT051,2023-09-23,1,3.3,Social Media,Tablet,51
REG02283,USR0252,EVT065,2024-03-10,0,,Email,Desktop,31
REG02284,USR0252,EVT034,2023-09-10,1,3.6,Email,Mobile,35
REG02285,USR0252,EVT033,2023-03-20,0,,Direct,Desktop,52
REG02286,USR0252,EVT045,2023-04-11,1,4.2,Social Media,Desktop,33
REG02287,USR0252,EVT032,2023-04-11,1,3.5,Direct,Tablet,3
REG02288,USR0252,EVT052,2024-11-18,0,,Direct,Mobile,15
REG02289,USR0253,EVT020,2023-01-20,1,4.6,Direct,Tablet,54
REG02290,USR0253,EVT027,2024-01-14,1,3.8,Direct,Desktop,10
REG02291,USR0253,EVT002,2023-02-07,1,3.9,Email,Desktop,14
REG02292,USR0253,EVT018,2023-03-04,0,,Direct,Mobile,24
REG02293,USR0253,EVT011,2024-01-29,0,,Direct,Tablet,42
REG02294,USR0253,EVT067,2023-08-24,1,4.4,Push Notification,Mobile,32
REG02295,USR0253,EVT029,2023-11-22,1,3.5,Email,Mobile,57
REG02296,USR0253,EVT003,2024-03-28,1,3.1,Recommandation,Tablet,55
REG02297,USR0253,EVT026,2023-11-29,1,4.3,Direct,Mobile,11
REG02298,USR0253,EVT028,2024-07-30,1,3.5,Direct,Tablet,34
REG02299,USR0253,EVT010,2024-02-17,0,,Direct,Mobile,36
REG02300,USR0253,EVT061,2024-06-12,0,,Email,Desktop,27
REG02301,USR0253,EVT006,2024-03-14,1,3.0,Direct,Tablet,14
REG02302,USR0253,EVT053,2023-05-28,1,3.1,Push Notification,Desktop,14
REG02303,USR0254,EVT028,2024-02-15,1,4.4,Recommandation,Tablet,9
REG02304,USR0254,EVT005,2023-08-12,0,,Direct,Tablet,33
REG02305,USR0254,EVT022,2024-05-01,1,3.8,Email,Desktop,34
REG02306,USR0254,EVT026,2024-06-19,0,,Social Media,Tablet,15
REG02307,USR0254,EVT063,2023-06-30,1,3.7,Recommandation,Mobile,17
REG02308,USR0254,EVT067,2023-01-07,1,3.1,Social Media,Tablet,50
REG02309,USR0254,EVT010,2023-05-29,1,4.2,Email,Desktop,39
REG02310,USR0254,EVT011,2024-04-05,1,3.5,Email,Desktop,13
REG02311,USR0254,EVT025,2024-11-29,1,3.6,Direct,Mobile,48
REG02312,USR0254,EVT016,2024-04-30,1,4.8,Direct,Tablet,22
REG02313,USR0254,EVT015,2023-12-19,1,3.9,Email,Tablet,46
REG02314,USR0254,EVT029,2023-01-29,1,4.6,Recommandation,Mobile,55
REG02315,USR0254,EVT024,2023-07-05,1,4.7,Push Notification,Desktop,47
REG02316,USR0254,EVT047,2023-07-31,1,4.4,Push Notification,Tablet,10
REG02317,USR0254,EVT051,2024-05-08,1,4.5,Direct,Desktop,42
REG02318,USR0255,EVT026,2024-09-13,1,4.0,Direct,Mobile,4
REG02319,USR0255,EVT069,2023-10-29,1,4.8,Recommandation,Mobile,19
REG02320,USR0255,EVT007,2023-10-02,0,,Direct,Tablet,36
REG02321,USR0255,EVT061,2023-08-27,1,3.4,Email,Desktop,38
REG02322,USR0255,EVT003,2023-01-09,1,4.7,Push Notification,Mobile,2
REG02323,USR0255,EVT066,2023-07-04,1,5.0,Social Media,Tablet,1
REG02324,USR0255,EVT024,2023-04-08,0,,Recommandation,Mobile,44
REG02325,USR0255,EVT020,2024-02-12,1,4.7,Email,Desktop,35
REG02326,USR0255,EVT027,2023-01-26,0,,Direct,Desktop,57
REG02327,USR0255,EVT049,2023-01-20,0,,Email,Desktop,60
REG02328,USR0256,EVT021,2023-02-10,0,,Email,Mobile,19
REG02329,USR0256,EVT004,2024-08-20,1,3.4,Direct,Mobile,17
REG02330,USR0256,EVT062,2023-10-14,1,3.4,Email,Desktop,11
REG02331,USR0256,EVT003,2024-07-30,1,3.9,Push Notification,Tablet,1
REG02332,USR0256,EVT067,2024-07-06,1,4.1,Direct,Desktop,17
REG02333,USR0256,EVT043,2023-03-04,1,3.7,Social Media,Tablet,21
REG02334,USR0257,EVT043,2024-09-10,1,4.2,Push Notification,Desktop,45
REG02335,USR0257,EVT036,2023-06-11,0,,Direct,Mobile,35
REG02336,USR0257,EVT050,2023-03-31,1,4.1,Direct,Mobile,23
REG02337,USR0257,EVT005,2024-10-29,1,4.9,Social Media,Desktop,4
REG02338,USR0257,EVT016,2023-05-09,0,,Direct,Desktop,26
REG02339,USR0258,EVT063,2023-06-25,1,3.3,Recommandation,Desktop,14
REG02340,USR0258,EVT018,2024-08-25,1,4.2,Social Media,Desktop,2
REG02341,USR0258,EVT045,2024-04-08,1,4.0,Social Media,Desktop,20
REG02342,USR0258,EVT069,2023-01-03,1,4.0,Recommandation,Desktop,55
REG02343,USR0258,EVT003,2023-01-23,1,4.1,Email,Tablet,54
REG02344,USR0258,EVT004,2023-06-25,1,3.3,Email,Desktop,50
REG02345,USR0258,EVT055,2023-11-03,0,,Push Notification,Tablet,3
REG02346,USR0258,EVT012,2023-10-14,1,4.1,Email,Tablet,15
